1 7 13
375 385 15
375 388 7
375 393 12
375 397 18
375 399 15
376 378 19
376 384 19
376 397 18
376 398 17
377 382 15
377 383 10
377 386 14
377 387 11
377 394 17
377 399 11
378 392 15
378 396 21
378 398 23
378 400 23
379 380 20
379 382 17
379 386 17
379 389 21
379 390 26
379 392 20
379 395 21
382 386 27
382 390 20
382 395 20
383 384 18
383 385 24
383 387 9
383 397 21
383 399 24
384 385 23
384 395 15
384 397 26
385 397 25
385 399 19
386 390 20
386 395 20
387 399 14
388 393 17
389 390 20
389 392 28
389 395 18
389 396 20
389 398 20
390 392 19
390 395 23
392 396 21
392 398 20
396 398 22
396 400 21
397 399 16
